id,brand,customer_message,label
474,AppleSupport,AppleSupport customer issue example 474,delivery_issue
475,AppleSupport,AppleSupport customer issue example 475,delivery_not_received
476,AppleSupport,AppleSupport customer issue example 476,damaged_or_missing_item
477,AppleSupport,AppleSupport customer issue example 477,refund_issue
478,AppleSupport,AppleSupport customer issue example 478,payment_issue
479,AppleSupport,AppleSupport customer issue example 479,return_issue
480,AppleSupport,AppleSupport customer issue example 480,order_issue
481,AppleSupport,AppleSupport customer issue example 481,account_issue
482,AppleSupport,AppleSupport customer issue example 482,prime_membership_issue
483,AppleSupport,AppleSupport customer issue example 483,digital_device_issue
484,AppleSupport,AppleSupport customer issue example 484,other
485,AppleSupport,AppleSupport customer issue example 485,delivery_issue
486,AppleSupport,AppleSupport customer issue example 486,delivery_not_received
487,AppleSupport,AppleSupport customer issue example 487,damaged_or_missing_item
488,AppleSupport,AppleSupport customer issue example 488,refund_issue
489,AppleSupport,AppleSupport customer issue example 489,payment_issue
490,AppleSupport,AppleSupport customer issue example 490,return_issue
491,AppleSupport,AppleSupport customer issue example 491,order_issue
492,AppleSupport,AppleSupport customer issue example 492,account_issue
493,AppleSupport,AppleSupport customer issue example 493,prime_membership_issue
494,AppleSupport,AppleSupport customer issue example 494,digital_device_issue
495,AppleSupport,AppleSupport customer issue example 495,other
496,AppleSupport,AppleSupport customer issue example 496,delivery_issue
497,AppleSupport,AppleSupport customer issue example 497,delivery_not_received
498,AppleSupport,AppleSupport customer issue example 498,damaged_or_missing_item
499,AppleSupport,AppleSupport customer issue example 499,refund_issue
500,AppleSupport,AppleSupport customer issue example 500,payment_issue
